0.000000	NaN	0.000000	NaN	0.000000	NaN	0.000000	NaN
8.000000E-5	-0.968001	8.000000E-5	0.954077	8.000000E-5	89.210920	8.000000E-5	NaN
0.000160	-0.967995	0.000160	0.954083	0.000160	89.210920	0.000160	NaN
0.000240	-0.967989	0.000240	0.954088	0.000240	89.210920	0.000240	NaN
0.000320	-0.967984	0.000320	0.954094	0.000320	89.210920	0.000320	NaN
0.000400	-0.967978	0.000400	0.954100	0.000400	89.210920	0.000400	NaN
0.000480	-0.967972	0.000480	0.954105	0.000480	89.210920	0.000480	NaN
0.000560	-0.967966	0.000560	0.954111	0.000560	89.210920	0.000560	NaN
0.000640	-0.967960	0.000640	0.954116	0.000640	89.210920	0.000640	NaN
0.000720	-0.967955	0.000720	0.954122	0.000720	89.210920	0.000720	NaN
0.000800	-0.967949	0.000800	0.954127	0.000800	89.210920	0.000800	NaN
0.000880	-0.967943	0.000880	0.954133	0.000880	89.210920	0.000880	NaN
0.000960	-0.967937	0.000960	0.954138	0.000960	89.210920	0.000960	NaN
0.001040	-0.967931	0.001040	0.954144	0.001040	89.210920	0.001040	NaN
0.001120	-0.967925	0.001120	0.954149	0.001120	89.210920	0.001120	NaN
0.001200	-0.967920	0.001200	0.954154	0.001200	89.210920	0.001200	NaN
0.001280	-0.967914	0.001280	0.954160	0.001280	89.210920	0.001280	NaN
0.001360	-0.967908	0.001360	0.954165	0.001360	89.210920	0.001360	NaN
0.001440	-0.967902	0.001440	0.954171	0.001440	89.210920	0.001440	NaN
0.001520	-0.967896	0.001520	0.954176	0.001520	89.210920	0.001520	NaN
0.001600	-0.967890	0.001600	0.954182	0.001600	89.210920	0.001600	NaN
0.001680	-0.967884	0.001680	0.954187	0.001680	89.210920	0.001680	NaN
0.001760	-0.967878	0.001760	0.954192	0.001760	89.210920	0.001760	NaN
0.001840	-0.967872	0.001840	0.954198	0.001840	89.210920	0.001840	NaN
0.001920	-0.967866	0.001920	0.954203	0.001920	89.210920	0.001920	NaN
0.002000	-0.967860	0.002000	0.954208	0.002000	89.210920	0.002000	NaN
0.002080	-0.967854	0.002080	0.954214	0.002080	89.210920	0.002080	NaN
0.002160	-0.967848	0.002160	0.954219	0.002160	89.210920	0.002160	NaN
0.002240	-0.967842	0.002240	0.954224	0.002240	89.210920	0.002240	NaN
0.002320	-0.967836	0.002320	0.954230	0.002320	89.210920	0.002320	NaN
0.002400	-0.967830	0.002400	0.954235	0.002400	89.210920	0.002400	NaN
0.002480	-0.967824	0.002480	0.954240	0.002480	89.210920	0.002480	NaN
0.002560	-0.967818	0.002560	0.954246	0.002560	89.210920	0.002560	NaN
0.002640	-0.967812	0.002640	0.954251	0.002640	89.210920	0.002640	NaN
0.002720	-0.967806	0.002720	0.954256	0.002720	89.210920	0.002720	NaN
0.002800	-0.967800	0.002800	0.954262	0.002800	89.210920	0.002800	NaN
0.002880	-0.967794	0.002880	0.954267	0.002880	89.210920	0.002880	NaN
0.002960	-0.967788	0.002960	0.954272	0.002960	89.210920	0.002960	NaN
0.003040	-0.967782	0.003040	0.954277	0.003040	89.210920	0.003040	NaN
0.003120	-0.967776	0.003120	0.954283	0.003120	89.210920	0.003120	NaN
0.003200	-0.967770	0.003200	0.954288	0.003200	89.210920	0.003200	NaN
0.003280	-0.967764	0.003280	0.954293	0.003280	89.210920	0.003280	NaN
0.003360	-0.967758	0.003360	0.954298	0.003360	89.210920	0.003360	NaN
0.003440	-0.967752	0.003440	0.954304	0.003440	89.210920	0.003440	NaN
0.003520	-0.967746	0.003520	0.954309	0.003520	89.210920	0.003520	NaN
0.003600	-0.967739	0.003600	0.954314	0.003600	89.210920	0.003600	NaN
0.003680	-0.967733	0.003680	0.954319	0.003680	89.210920	0.003680	NaN
0.003760	-0.967727	0.003760	0.954324	0.003760	89.210920	0.003760	NaN
0.003840	-0.967721	0.003840	0.954329	0.003840	89.210920	0.003840	NaN
0.003920	-0.967715	0.003920	0.954335	0.003920	89.210920	0.003920	NaN
0.004000	-0.967709	0.004000	0.954340	0.004000	89.210920	0.004000	NaN
0.004080	-0.967702	0.004080	0.954345	0.004080	89.210920	0.004080	NaN
0.004160	-0.967696	0.004160	0.954350	0.004160	89.210920	0.004160	NaN
0.004240	-0.967690	0.004240	0.954355	0.004240	89.210920	0.004240	NaN
0.004320	-0.967684	0.004320	0.954360	0.004320	89.210920	0.004320	NaN
0.004400	-0.967678	0.004400	0.954365	0.004400	89.210920	0.004400	NaN
0.004480	-0.967671	0.004480	0.954370	0.004480	89.210920	0.004480	NaN
0.004560	-0.967665	0.004560	0.954375	0.004560	89.210920	0.004560	NaN
0.004640	-0.967659	0.004640	0.954381	0.004640	89.210920	0.004640	NaN
0.004720	-0.967653	0.004720	0.954386	0.004720	89.210920	0.004720	NaN
0.004800	-0.967646	0.004800	0.954391	0.004800	89.210920	0.004800	NaN
0.004880	-0.967640	0.004880	0.954396	0.004880	89.210920	0.004880	NaN
0.004960	-0.967634	0.004960	0.954401	0.004960	89.210920	0.004960	NaN
0.005040	-0.967627	0.005040	0.954406	0.005040	89.210920	0.005040	NaN
0.005120	-0.967621	0.005120	0.954411	0.005120	89.210920	0.005120	NaN
0.005200	-0.967615	0.005200	0.954416	0.005200	89.210920	0.005200	NaN
0.005280	-0.967608	0.005280	0.954421	0.005280	89.210920	0.005280	NaN
0.005360	-0.967602	0.005360	0.954426	0.005360	89.210920	0.005360	NaN
0.005440	-0.967596	0.005440	0.954431	0.005440	89.210920	0.005440	NaN
0.005520	-0.967589	0.005520	0.954436	0.005520	89.210920	0.005520	NaN
0.005600	-0.967583	0.005600	0.954441	0.005600	89.210920	0.005600	NaN
0.005680	-0.967577	0.005680	0.954446	0.005680	89.210920	0.005680	NaN
0.005760	-0.967570	0.005760	0.954451	0.005760	89.210920	0.005760	NaN
0.005840	-0.967564	0.005840	0.954456	0.005840	89.210920	0.005840	NaN
0.005920	-0.967558	0.005920	0.954461	0.005920	89.210920	0.005920	NaN
0.006000	-0.967551	0.006000	0.954465	0.006000	89.210920	0.006000	NaN
0.006080	-0.967545	0.006080	0.954470	0.006080	89.210920	0.006080	NaN
0.006160	-0.967538	0.006160	0.954475	0.006160	89.210920	0.006160	NaN
0.006240	-0.967532	0.006240	0.954480	0.006240	89.210920	0.006240	NaN
0.006320	-0.967525	0.006320	0.954485	0.006320	89.210920	0.006320	NaN
0.006400	-0.967519	0.006400	0.954490	0.006400	89.210920	0.006400	NaN
0.006480	-0.967513	0.006480	0.954495	0.006480	89.210920	0.006480	NaN
0.006560	-0.967506	0.006560	0.954500	0.006560	89.210920	0.006560	NaN
0.006640	-0.967500	0.006640	0.954505	0.006640	89.210920	0.006640	NaN
0.006720	-0.967493	0.006720	0.954509	0.006720	89.210920	0.006720	NaN
0.006800	-0.967487	0.006800	0.954514	0.006800	89.210920	0.006800	NaN
0.006880	-0.967480	0.006880	0.954519	0.006880	89.210920	0.006880	NaN
0.006960	-0.967474	0.006960	0.954524	0.006960	89.210920	0.006960	NaN
0.007040	-0.967467	0.007040	0.954529	0.007040	89.210920	0.007040	NaN
0.007120	-0.967461	0.007120	0.954534	0.007120	89.210920	0.007120	NaN
0.007200	-0.967454	0.007200	0.954538	0.007200	89.210920	0.007200	NaN
0.007280	-0.967448	0.007280	0.954543	0.007280	89.210920	0.007280	NaN
0.007360	-0.967441	0.007360	0.954548	0.007360	89.210920	0.007360	NaN
0.007440	-0.967434	0.007440	0.954553	0.007440	89.210920	0.007440	NaN
0.007520	-0.967428	0.007520	0.954557	0.007520	89.210920	0.007520	NaN
0.007600	-0.967421	0.007600	0.954562	0.007600	89.210920	0.007600	NaN
0.007680	-0.967415	0.007680	0.954567	0.007680	89.210920	0.007680	NaN
0.007760	-0.967408	0.007760	0.954572	0.007760	89.210920	0.007760	NaN
0.007840	-0.967402	0.007840	0.954576	0.007840	89.210920	0.007840	NaN
0.007920	-0.967395	0.007920	0.954581	0.007920	89.210920	0.007920	NaN
0.008000	-0.967388	0.008000	0.954586	0.008000	89.210920	0.008000	NaN
0.008080	-0.967382	0.008080	0.954590	0.008080	89.210920	0.008080	NaN
0.008160	-0.967375	0.008160	0.954595	0.008160	89.210920	0.008160	NaN
0.008240	-0.967368	0.008240	0.954600	0.008240	89.210920	0.008240	NaN
0.008320	-0.967362	0.008320	0.954604	0.008320	89.210920	0.008320	NaN
0.008400	-0.967355	0.008400	0.954609	0.008400	89.210920	0.008400	NaN
0.008480	-0.967348	0.008480	0.954614	0.008480	89.210920	0.008480	NaN
